epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.5918,0,96.07,0,0,0,0,0,0,551.172,0,0.000655556,0.000655556,0.000655556
2,91.8149,0,62.3586,0,0,0,0,0,0,55.0059,0,0.00130913,0.00130913,0.00130913
3,131.859,0,42.0349,0,0,0,0,0,0,14.6089,0,0.00194951,0.00194951,0.00194951
4,183.063,0,24.0331,0,0,0,0,0,0,14.7129,0,0.0019406,0.0019406,0.0019406
